"","X","title","year","length","imdb.score","votes","mpaa","Genre","BudgetRange"
"662",47158,"Six Days Seven Nights",1998,101,5.6,11112,"UR","RomanticComedy","BigBudget"
"663",47185,"Sixth Sense, The",1999,107,8.2,96987,"PG-13","Drama","BigBudget"
"664",47279,"Skulls, The",2000,106,5.3,6530,"PG-13","Drama","Modest"
"665",47321,"Slacker",1991,97,6.7,2108,"UR","Drama","Tiny"
"666",47393,"Sleepers",1996,147,7,17896,"R","Drama","BigBudget"
"667",47412,"Sleepless in Seattle",1993,105,6.7,19224,"UR","RomanticDrama","Modest"
"668",47494,"Slums of Beverly Hills",1998,92,6.4,2914,"R","Drama","Modest"
"669",47517,"Small Time Crooks",2000,94,6.5,6218,"PG","RomanticComedy","Modest"
"670",47581,"Smoke",1995,112,7.4,8111,"R","Drama","Modest"
"671",47584,"Smoke Signals",1998,88,7.2,2665,"PG-13","Drama","Modest"
"672",47666,"Snow Day",2000,89,4.6,1645,"PG","RomanticComedy","Modest"
"673",47670,"Snow Falling on Cedars",1999,127,6.7,4536,"PG-13","Drama","BigBudget"
"674",47845,"Solaris",2002,99,6.3,11808,"PG-13","RomanticDrama","BigBudget"
"675",47972,"Someone Like You...",2001,97,5.7,4249,"PG-13","RomanticComedy","Modest"
"676",48214,"Soul Food",1997,114,6.5,1166,"R","Drama","Modest"
"677",48342,"Space Cowboys",2000,130,6.4,11887,"UR","Drama","BigBudget"
"678",48380,"Spanglish",2004,130,6.7,4698,"PG-13","RomanticDrama","BigBudget"
"679",48397,"Spanking the Monkey",1994,100,6.5,1352,"UR","Drama","Tiny"
"680",48467,"Speed 2: Cruise Control",1997,121,3.3,13268,"PG-13","RomanticDrama","BigBudget"
"681",48508,"Spider",2002,94,6.8,5193,"R","Drama","Modest"
"682",48593,"Spitfire Grill, The",1996,117,6.7,2245,"UR","Drama","Modest"
"683",48685,"Spun",2002,106,6.2,3924,"R","Drama","Modest"
"684",48902,"Star Trek: Insurrection",1998,103,6.3,13395,"PG","RomanticDrama","BigBudget"
"685",49009,"Station Agent, The",2003,88,8.1,7112,"R","Drama","Tiny"
"686",49038,"Stealing Harvard",2002,82,4.7,2547,"PG-13","Drama","Modest"
"687",49107,"Stepford Wives, The",2004,93,5.3,7773,"PG-13","Drama","BigBudget"
"688",49110,"Stepmom",1998,124,6.1,7470,"PG-13","Drama","BigBudget"
"689",49151,"Stigmata",1999,103,6,14062,"R","Drama","BigBudget"
"690",49317,"Story of Us, The",1999,95,5.6,4953,"R","RomanticDrama","BigBudget"
"691",49348,"Straight Story, The",1999,112,8.1,14679,"UR","Drama","Modest"
"692",49586,"Striptease",1996,117,3.8,7998,"R","Drama","BigBudget"
"693",49799,"Suicide Kings",1997,106,7,6117,"R","Drama","Modest"
"694",49830,"Summer Catch",2001,105,4.5,2581,"PG-13","RomanticComedy","Modest"
"695",49857,"Summer of Sam",1999,142,6.5,8151,"R","RomanticDrama","Modest"
"696",49945,"Sunshine State",2002,141,7,1481,"PG-13","Drama","Modest"
"697",50111,"Surviving Picasso",1996,125,6.1,1139,"R","RomanticDrama","Modest"
"698",50136,"Suspect Zero",2004,99,5.7,1310,"R","Drama","Modest"
"699",50269,"Sweet Home Alabama",2002,108,5.8,9943,"PG-13","RomanticDrama","BigBudget"
"700",50285,"Sweet November",2001,115,5.5,5458,"PG-13","RomanticDrama","BigBudget"
"701",50309,"Sweetest Thing, The",2002,90,4.7,8284,"R","RomanticComedy","BigBudget"
"702",50319,"Swept Away",2002,89,3.8,2113,"R","RomanticComedy","Modest"
"703",50325,"Swimfan",2002,85,4.5,3863,"PG-13","Drama","Modest"
"704",50333,"Swimming with Sharks",1994,101,7.1,4837,"R","Drama","Tiny"
"705",50356,"Swingers",1996,96,7.6,15827,"R","Drama","Tiny"
"706",50364,"Swiri",1999,125,6.6,1704,"R","RomanticDrama","Modest"
"707",50521,"Tadpole",2002,78,6.3,1769,"PG-13","RomanticDrama","Tiny"
"708",50554,"Tailor of Panama, The",2001,109,6.1,5997,"R","Drama","Modest"
"709",50652,"Talented Mr. Ripley, The",1999,139,7,25974,"R","Drama","BigBudget"
"710",50983,"Tea with Mussolini",1999,117,6.7,2711,"PG","Drama","Modest"
"711",51241,"Terminal, The",2004,128,7.1,15809,"PG-13","RomanticDrama","BigBudget"
"712",51488,"That Thing You Do!",1996,108,6.6,11701,"UR","Drama","Modest"
"713",51575,"There's Something About Mary",1998,134,7.2,46343,"R","RomanticComedy","Modest"
"714",51685,"Thing Called Love, The",1993,116,6,1217,"UR","RomanticDrama","Modest"
"715",51698,"Things to Do in Denver When You're Dead",1995,115,6.6,5703,"R","RomanticDrama","Modest"
"716",51724,"Thirteen",2003,100,7.1,8652,"R","Drama","Modest"
"717",51725,"Thirteen Conversations About One Thing",2001,104,7.2,2883,"R","Drama","Modest"
"718",51726,"Thirteen Days",2000,145,7.4,10926,"PG-13","Drama","BigBudget"
"719",51808,"Thomas Crown Affair, The",1999,113,6.7,17220,"R","RomanticComedy","BigBudget"
"720",51970,"Three to Tango",1999,98,6,5719,"PG-13","RomanticComedy","Modest"
"721",52254,"Time to Kill, A",1996,149,6.9,15577,"R","Drama","BigBudget"
"722",52264,"Timecode",2000,97,6.2,2320,"R","Drama","Modest"
"723",52289,"Tin Cup",1996,135,6.2,7521,"R","RomanticDrama","BigBudget"
"724",52348,"Titanic",1997,194,6.9,90195,"PG-13","RomanticDrama","BigBudget"
"725",52387,"To Die For",1995,110,6.7,7737,"UR","Drama","Modest"
"726",52974,"Traffic",2000,147,7.8,41268,"R","Drama","BigBudget"
"727",53024,"Training Day",2001,120,7.3,22776,"R","Drama","BigBudget"
"728",53027,"Trainspotting",1996,94,8,51887,"R","Drama","Modest"
"729",53152,"Treasure Planet",2002,95,6.6,3724,"PG","Drama","BigBudget"
"730",53185,"Trees Lounge",1996,95,7.1,3155,"R","Drama","Modest"
"731",53379,"Tromeo and Juliet",1996,108,5.8,1030,"R","Drama","Tiny"
"732",53437,"Troy",2004,162,7.1,33979,"R","RomanticDrama","BigBudget"
"733",53465,"True Lies",1994,141,7,31011,"UR","RomanticComedy","BigBudget"
"734",53469,"True Romance",1993,121,7.7,25896,"UR","RomanticDrama","Modest"
"735",53482,"Truman Show, The",1998,103,7.7,62434,"PG","Drama","BigBudget"
"736",53550,"Tuck Everlasting",2002,96,6.5,2055,"PG","RomanticDrama","Modest"
"737",53594,"Tumbleweeds",1999,102,6.9,1146,"PG-13","Drama","Tiny"
"738",53713,"Twelve Monkeys",1995,129,7.9,62301,"R","Drama","Modest"
"739",53753,"Twin Falls Idaho",1999,111,7.1,1547,"R","Drama","Tiny"
"740",53755,"Twin Peaks: Fire Walk with Me",1992,135,6.5,6927,"R","Drama","Modest"
"741",53758,"Twin Town",1997,99,6.1,1172,"UR","Drama","Modest"
"742",53862,"Two Weeks Notice",2002,101,5.8,15010,"PG-13","RomanticComedy","BigBudget"
"743",53919,"U Turn",1997,125,6.5,10306,"R","Drama","Modest"
"744",53988,"Ulee's Gold",1997,113,7.1,2368,"UR","Drama","Modest"
"745",54171,"Unbreakable",2000,106,7.1,35842,"PG-13","Drama","BigBudget"
"746",54237,"Under Suspicion",2000,111,6.4,3718,"R","Drama","Modest"
"747",54258,"Under the Tuscan Sun",2003,113,6.7,4183,"PG-13","RomanticDrama","Modest"
"748",54371,"Unfaithful",2002,125,6.6,8713,"R","Drama","BigBudget"
"749",54551,"Up Close & Personal",1996,124,5.7,3201,"PG-13","RomanticDrama","BigBudget"
"750",54627,"Urbania",2000,106,6.9,1089,"R","Drama","Tiny"
"751",54680,"Utomlyonnye solntsem",1994,132,7.6,2173,"R","Drama","Modest"
"752",54866,"Vampire in Brooklyn",1995,100,4.4,2716,"R","RomanticComedy","Modest"
"753",54907,"Vanilla Sky",2001,136,6.9,31250,"R","RomanticDrama","BigBudget"
"754",54922,"Vanity Fair",2004,141,6.1,2151,"PG-13","RomanticDrama","Modest"
"755",54941,"Varsity Blues",1999,100,6,7974,"R","Drama","Modest"
"756",54957,"Vatel",2000,125,6.4,1322,"PG-13","RomanticDrama","BigBudget"
"757",55137,"Veronica Guerin",2003,92,6.8,2688,"R","Drama","Modest"
"758",55405,"Village, The",2004,108,6.6,25729,"PG-13","Drama","BigBudget"
"759",55474,"Violon rouge, Le",1998,140,7.8,6995,"R","RomanticDrama","Modest"
"760",55491,"Virgin Suicides, The",1999,90,7.2,17524,"R","Drama","Modest"
"761",55920,"Waiting to Exhale",1995,127,5.1,1611,"R","Drama","Modest"
"762",55953,"Walk in the Clouds, A",1995,102,6.2,4085,"PG-13","RomanticDrama","Modest"
"763",55958,"Walk on the Moon, A",1999,105,6.6,1815,"R","RomanticDrama","Modest"
"764",55963,"Walk to Remember, A",2002,101,6.8,7124,"PG","RomanticDrama","Modest"
"765",56264,"We Don't Live Here Anymore",2004,101,6.1,1387,"R","Drama","Modest"
"766",56327,"Wedding Planner, The",2001,103,4.9,7393,"PG-13","RomanticComedy","BigBudget"
"767",56411,"Welcome to Sarajevo",1997,103,6.8,1465,"R","Drama","Modest"
"768",56415,"Welcome to the Dollhouse",1995,88,7.4,5851,"R","Drama","Tiny"
"769",56544,"What Dreams May Come",1998,113,6.3,11706,"PG-13","RomanticDrama","BigBudget"
"770",56561,"What Lies Beneath",2000,130,6.6,20584,"PG-13","Drama","BigBudget"
"771",56579,"What Women Want",2000,127,6.4,20138,"PG-13","RomanticComedy","BigBudget"
"772",56584,"What a Girl Wants",2003,105,5.7,3533,"PG","RomanticDrama","Modest"
"773",56600,"What's Eating Gilbert Grape",1993,118,7.6,16345,"UR","Drama","Modest"
"774",56628,"Whatever It Takes",2000,94,5.2,1771,"PG-13","RomanticDrama","Modest"
"775",56734,"Where the Heart Is",2000,120,6.4,5042,"PG-13","RomanticDrama","Modest"
"776",56736,"Where the Money Is",2000,89,6.2,1461,"PG-13","Drama","Modest"
"777",56760,"While You Were Sleeping",1995,103,6.5,13035,"PG","RomanticComedy","Modest"
"778",56765,"Whipped",2000,82,4.4,1562,"R","RomanticComedy","Modest"
"779",56848,"White Oleander",2002,109,6.9,4545,"PG-13","Drama","Modest"
"780",56865,"White Squall",1996,129,6.4,3445,"PG-13","Drama","BigBudget"
"781",56998,"Wicker Park",2004,114,6.4,3143,"PG-13","RomanticDrama","Modest"
"782",57136,"Wild at Heart",1990,124,7,9549,"UR","RomanticDrama","Modest"
"783",57147,"Wilde",1997,118,6.9,2545,"R","Drama","Modest"
"784",57176,"Willard",2003,100,6.2,2913,"PG-13","Drama","Modest"
"785",57196,"Wimbledon",2004,98,6.3,4297,"PG-13","RomanticDrama","BigBudget"
"786",57199,"Win a Date with Tad Hamilton!",2004,95,5.8,2933,"PG-13","RomanticComedy","Modest"
"787",57404,"Without Limits",1998,117,6.8,1249,"PG-13","Drama","Modest"
"788",57452,"Wo hu cang long",2000,120,8.2,52198,"PG-13","RomanticDrama","Modest"
"789",57463,"Wolf",1994,125,5.9,7192,"UR","RomanticDrama","BigBudget"
"790",57528,"Woman on Top",2000,92,5.3,2094,"R","RomanticComedy","Modest"
"791",57564,"Wonder Boys",2000,111,7.6,15668,"R","Drama","BigBudget"
"792",57594,"Wood, The",1999,102,6.2,1170,"R","RomanticDrama","Modest"
"793",57916,"Yards, The",2000,115,6.3,3386,"R","Drama","Modest"
"794",58112,"You Can Count on Me",2000,111,7.8,7630,"R","Drama","Modest"
"795",58130,"You Got Served",2004,95,1.9,6041,"PG-13","Drama","Modest"
"796",58184,"You've Got Mail",1998,119,6.2,20053,"PG","RomanticComedy","BigBudget"
"797",58281,"Your Friends & Neighbors",1998,100,6.4,2659,"R","Drama","Modest"
"798",58328,"Yume",1990,119,7.5,2735,"UR","Drama","Modest"
